RN,LATITUDE,LONGITUDE,ACCOUNT,REGION,COMPANY,SITE,REPORTING_YEAR,COUNTY,SIC,SIC_DESCRIPTION,CO_TPY,NOX_TPY,Pb_TPY,PM10_TPY,PM2_5_TPY,SO2_TPY,VOC_TPY
RN102593605,25.95440195,-97.38340541,CD0220D,15,TRANSMONTAIGNE OPERATING CO LP,INTERCOASTAL TERMINAL,2016,CAMERON,4226,SPECIAL WAREHOUSING AND STORAGE,0.1303,0.1551,0,0.0118,0.0118,0.0009,0.2077
RN100223783,32.94114022,-94.88835069,CE0005V,5,ENBRIDGE G & P EAST TEXAS LP,PITTSBURG PLANT,2016,CAMP,1311,CRUDE PETROLEUM & NATURAL GAS,19.9698,23.5363,0,2.4112,2.1312,135.3203,13.5137
RN100543115,33.25718274,-94.07389769,CG0010G,5,INTERNATIONAL PAPER COMPANY,TEXARKANA MILL,2016,CASS,2621,PAPER MILLS,1224.9863,1811.6878,0.1843,534.1441,267.1643,40.9295,1782.6938
RN105684674,33.05662972,-94.18686718,CGA001A,5,MIDCONTINENT EXPRESS PIPELINE LLC,ATLANTA COMPRESSOR STATION,2016,CASS,4922,NATURAL GAS TRANSMISSION,4.7885,57.6927,0,3.113,3.113,4.2257,28.5569
RN100224377,29.85613022,-94.89543136,CI0002G,12,EQUISTAR CHEMICALS LP,MONT BELVIEU STORAGE,2016,CHAMBERS,4619,"PIPELINES, NEC",6.0086,2.8086,0,0.076,0.026,0.048,40.2176
RN100209949,29.85519658,-94.91242946,CI0005A,12,ONEOK HYDROCARBON SOUTHWEST LLC,MONT BELVIEU FRACTIONATOR,2016,CHAMBERS,1321,NATURAL GAS LIQUIDS,85.6782,101.3848,0,18.6553,18.6553,8.4907,21.2633
RN102984911,29.72993981,-94.96870935,CI0006V,12,ENTERPRISE  PRODUCTS  OPERATING  LLC,EAST STORAGE/SPLITTER III FACILITY,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",29.9903,18.0603,0,9.3147,9.3147,0.038,74.0116
RN102323268,29.85781438,-94.90721765,CI0008R,12,ENTERPRISE PRODUCTS OPERATING LLC,ENTERPRISE PRODUCTS MONT BELVIEU COMPLEX,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",482.9817,691.8883,0,68.0104,54.2932,14.816,326.0597
RN102501020,29.87118462,-94.91980354,CI0009P,12,EXXONMOBIL CHEMICAL COMPANY,MONT BELVIEU PLASTICS PLANT,2016,CHAMBERS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,124.2178,50.2184,0,33.0275,3.3091,0.4186,195.6129
RN100825371,29.74755781,-94.91126769,CI0012D,12,NRG TEXAS POWER LLC,CEDAR BAYOU GEN STATION,2016,CHAMBERS,4911,ELECTRIC SERVICES,713.8052,522.5381,0.0036,95.6082,86.3974,7.1409,52.2545
RN100209931,29.74721749,-94.91268678,CI0016S,12,COVESTRO LLC,COVESTRO INDUSTRIAL PARK BAYTOWN,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",28.2145,45.0923,0,44.6329,0.3587,5.9045,21.4126
RN100222207,29.74502529,-94.9636433,CI0017Q,12,ONEOK HYDROCARBON SOUTHWEST LLC,ONEOK MONT BELVIEU STORAGE,2016,CHAMBERS,5171,PETROLEUM BULK STATIONS & TERMINALS,3.5794,2.0965,0,0.0235,0.0235,0.022,29.3714
RN100226620,29.84618027,-94.89535473,CI0018O,12,LONE STAR NGL MONT BELVIEU LP,LONE STAR NGL MONT BELVIEU SOUTH TERMINAL,2016,CHAMBERS,4613,REFINED PETROLEUM PIPELINES,14.1982,7.5248,0,0.0477,0.0477,0.0261,30.5613
RN100222900,29.84189971,-94.89489368,CI0022A,12,TARGA MIDSTREAM SERVICES  LLC,MONT BELVIEU PLANT,2016,CHAMBERS,1321,NATURAL GAS LIQUIDS,88.126,127.1404,0,56.826,46.747,3.498,273.7127
RN100229319,29.85438371,-94.9175903,CI0042R,12,PHILLIPS 66 COMPANY,GULF COAST FRACTIONATORS,2016,CHAMBERS,1321,NATURAL GAS LIQUIDS,37.686,18.544,0,18.508,0,23.465,22.3128
RN102173390,29.81509893,-94.82439805,CI0056G,12,TEXAS EASTERN TRANSMISSION LP,MT BELVIEU COMPRESSOR STATION,2016,CHAMBERS,4922,NATURAL GAS TRANSMISSION,0.3105,0.1809,0,0.0205,0.0205,0.0004,6.9937
RN102191681,29.74718572,-94.91289855,CI0114R,12,HEXION INC,HEXION BAYTOWN,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",29.3864,0,0,0.0287,0.0004,0.0342,19.6967
RN100922392,29.78969549,-94.57346989,CI0118J,12,PARAGON SOUTHWEST MEDICAL WASTE LLC,PARAGON SOUTHWEST MEDICAL WASTE,2016,CHAMBERS,4953,REFUSE SYSTEMS,0.459,0.7884,0,0.1134,0.1134,0.0727,0.0351
RN100217918,29.74721113,-94.91272913,CI0148A,12,EL DORADO NITROGEN LLC,NITRIC ACID MFG FACILITY,2016,CHAMBERS,2873,NITROGENOUS FERTILIZERS,0,48.1186,0,8.32,8.32,0,0.0779
RN100217421,29.69830236,-94.91447698,CI0170H,12,JSW STEEL USA INC,BAYTOWN PLATE DIV,2016,CHAMBERS,3312,BLAST FURNACES AND STEEL MILLS,1.162,6.5059,0,10.5708,10.1088,0.1284,5.5317
RN100226067,29.77349239,-94.89924388,CI0184T,12,BAYTOWN ENERGY CENTER LLC,BAYTOWN COGENERATION,2016,CHAMBERS,4911,ELECTRIC SERVICES,441.6426,189.9261,0.0002,41.948,41.948,10.7836,15.1556
RN100222470,29.67547691,-94.92034383,CI0186P,12,USA WASTE OF TEXAS LANDFILLS INC,BAYTOWN LANDFILL,2016,CHAMBERS,4953,REFUSE SYSTEMS,66.39,12.51,0,4.1,2.37,100.77,7.957
RN101519551,29.74447248,-94.92213048,CI0191W,12,CRESTCHEM LLC,CRESTCHEM BAYTOWN,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",0,0,0,0,0,0,3.2314
RN102575925,29.85674261,-94.90070533,CI0197K,12,LONE STAR NGL MONT BELVIEU LP,LONE STAR NGL MONT BELVIEU NORTH TERMINAL,2016,CHAMBERS,4613,REFINED PETROLEUM PIPELINES,5.8381,1.9338,0,0.1161,0.1161,0.0433,36.204
RN102663085,29.67547691,-94.92034383,CI0202T,12,TX LFG ENERGY LP,BAYTOWN FACILITY,2016,CHAMBERS,4911,ELECTRIC SERVICES,15.014,3.4628,0,1.0518,1.0518,10.0898,1.3381
RN104680871,29.74721749,-94.91268678,CIA004D,12,LANXESS CORPORATION,LANXESS CORP BAYTOWN,2016,CHAMBERS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",11.1946,4.2837,0,0.0227,0.0102,2.2732,5.7104
RN106018260,29.8550749,-94.91319432,CIA019S,12,LONE STAR NGL FRACTIONATORS LLC,MONT BELVIEU GAS PLANT,2016,CHAMBERS,1321,NATURAL GAS LIQUIDS,98.4908,40.6191,0,20.9354,20.9354,10.4468,39.6249
RN109394619,29.87118462,-94.91980354,CIA027A,12,EXXONMOBIL PIPELINE COMPANY,MONT BELVIEU PLASTICS PLANT METER STATION,2016,CHAMBERS,4619,"PIPELINES, NEC",0.002,0.001,0,0,0,0,1.1533
RN101621449,31.93631792,-95.00326105,CJ0026J,5,LUMINANT GENERATION COMPANY LLC,STRYKER CREEK ELECTRIC STATION,2016,CHEROKEE,4911,ELECTRIC SERVICES,22.7704,76.059,0,5.4478,5.4425,0.7656,3.9661
RN100542778,33.73447059,-98.20053654,CL0006Q,3,ATMOS ENERGY CORP,LA PAN STORAGE COMPRESSOR STATION,2016,CLAY,4922,NATURAL GAS TRANSMISSION,55.5971,36.8406,0,1.2179,1.2179,0.0243,23.5926
RN101246478,32.05039428,-100.679715,CN0003A,8,WTG JAMESON LP,JAMESON GAS PLANT,2016,COKE,1321,NATURAL GAS LIQUIDS,191.3966,136.1499,0,5.8409,5.8409,212.7843,156.9448
RN101295384,31.84060154,-99.41004796,CO0047P,3,WIND CLEAN CORP,COLEMAN PLANT,2016,COLEMAN,7389,"BUSINESS SERVICES, NEC",0,0,0,0.0142,0.0142,0,2.3706
RN100219203,33.06681308,-96.45072097,CP0026M,4,CITY OF GARLAND POWER & LIGHT,RAY OLINGER PLANT,2016,COLLIN,4911,ELECTRIC SERVICES,6.04,9.8032,0,1.4503,1.4503,0.1224,0.9718
RN101555845,33.21679972,-96.64955288,CP0129B,4,RAYTHEON COMPANY,RAYTHEON MCKINNEY SITE,2016,COLLIN,3812,SEARCH AND NAVIGATION EQUIPMENT,2.41,5.195,0.0004,0.062,0.045,0.08,6.1699
RN102601101,33.09046696,-96.67399895,CP0175R,4,COLORDYNAMICS INC,COLOR DYNAMICS,2016,COLLIN,2752,COMMERCIAL PRINTING LITHOGRAPH,0.448,0.588,0,0.048,0.047,0.0032,8.1748
RN102577939,32.98731073,-96.75103061,CP0230L,4,WIN SAM INC,THERMAL ENERGY PLANT,2016,COLLIN,4961,STEAM AND AIR CONDITIONING SUPPLY,9.9429,16.0674,0,13.7055,0.6062,0.6062,0.6062
RN100794015,32.9976315,-96.727041,CP0279E,4,QORVO TEXAS LLC,QORVO TEXAS,2016,COLLIN,3674,SEMICONDUCTORS AND RELATED DEVICES,16.6805,9.1203,0,1.2748,1.2748,0.2433,19.7275
RN100758523,33.22347207,-96.61316053,CP0386C,4,TYG LEASING LP,TYG MCKINNEY PLANT,2016,COLLIN,3061,MECHANICAL RUBBER GOODS,0.0028,0.0033,0,0.0059,0.0059,0,31.328
RN100219419,33.18114544,-96.60467385,CP0396W,4,ENCORE WIRE CORPORATION,MCKINNEY FACILITY,2016,COLLIN,3351,COPPER ROLLING AND DRAWING,152.1971,12.6647,0.0276,19.5017,10.2253,0.1578,40.5319
RN101308781,33.29955237,-96.53429594,CPA003C,4,NORTH TEXAS MUNICIPAL WATER DISTRICT,121 REGIONAL DISPOSAL FACILITY,2016,COLLIN,1629,HEAVY CONSTRUCTION NEC,95.88,17.62,0,50.29,31.09,3.98,9.02
RN103941910,32.9975955,-96.72055378,CPA006F,4,TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS RICHARDSON,2016,COLLIN,3674,SEMICONDUCTORS AND RELATED DEVICES,4.8406,3.0736,0,3.2411,0.4196,0.0425,9.7676
RN105385702,33.16509595,-96.60657961,CPA007G,4,MCKINNEY LFG LLC,MCKINNEY LFGTE,2016,COLLIN,4953,REFUSE SYSTEMS,36.15,6.61,0,3.054,3.054,14.17,1.5892
RN106555931,33.28073617,-96.57661462,CPA011K,4,STEELFAB TEXAS INC,STEELFAB TEXAS,2016,COLLIN,3441,FABRICATED STRUCTURAL METAL,0,2.7238,0.0027,4.8216,1.1655,0,14.9593
RN102710373,33.00169986,-96.55425944,CPA012L,4,"SAF - HOLLAND USA, INC",HOLLAND HITCH,2016,COLLIN,3714,MOTOR VEHICLE PARTS & ACCESSORIES,0.6872,0.823,0,0.0637,0.0637,0.005,10.2354
RN101271419,29.4943346,-96.6743029,CR0020C,12,COPANO PROCESSING LLC,HOUSTON CENTRAL GAS PLANT,2016,COLORADO,1321,NATURAL GAS LIQUIDS,153.4178,216.1072,0,24.1448,20.9119,6.5838,118.9832
RN101520989,29.69527355,-96.77102039,CR0025P,12,UTEX INDUSTRIES INC,WEIMAR PLANT,2016,COLORADO,3053,"GASKETS, PACKING AND SEALING DEVICES",1.1348,1.3509,0,0.1025,0.1025,0.0081,7.7186
RN100212067,29.80057458,-98.03571161,CS0018B,13,TXI OPERATIONS LP,HUNTER PLANT,2016,COMAL,3241,"CEMENT, HYDRAULIC",884.965,927.6656,0.0063,175.7632,97.2272,15.4606,67.7163
RN100552454,29.67914939,-98.18299066,CS0020O,13,LHOIST NORTH AMERICA OF TEXAS LTD,BULK MINERAL HANDLING,2016,COMAL,3274,LIME,60.72,418.28,0,86.4918,40.5844,330.0541,5.1574
RN102605375,29.67478318,-98.17778245,CS0022K,13,CEMEX CONSTRUCTION MATERIALS SOUTH LLC,BALCONES PLANT,2016,COMAL,3241,"CEMENT, HYDRAULIC",1093.6011,2190.2175,0.0019,264.3387,67.6678,22.2165,21.4195
RN100852516,29.7036656,-98.10100212,CS0081R,13,SYMONS BY DAYTON SUPERIOR,SYMONS STEEL FORM DIVISION,2016,COMAL,3444,SHEET METAL WORK,0,0,0,0.0862,0.0862,0,4.8266
RN100218676,29.74045674,-98.0266243,CS0113G,13,WASTE MANAGEMENT OF TEXAS INC,MESQUITE CREEK LANDFILL,2016,COMAL,4953,REFUSE SYSTEMS,114.83,27.67,0,19.2535,8.7135,22.2364,4.5803
RN105155436,29.67057991,-98.1591868,CSA002B,13,NATIONWIDE TANK & PIPE LLC,FIBERGLASS POOL MFG PLANT,2016,COMAL,3082,UNSUPPORTED PLASTICS PROFILE SHAPE,0,0,0,5.0627,5.0625,0,16.1712
RN100225952,33.64289678,-97.19704265,CV0058H,4,INDUSTRIAL MODELS INC,FIBERGLASS TRUCK PARTS,2016,COOKE,3089,"PLASTICS PRODUCTS, NEC",0.2538,0.3021,0,0.3046,0.3046,0.0019,3.275
RN100213735,33.66731752,-97.15133348,CV0123V,4,MOLDED FIBER GLASS COMPANIES TEXAS LP,PLASTIC PARTS,2016,COOKE,3089,"PLASTICS PRODUCTS, NEC",0.3329,0.3962,0,0.3666,0.1074,0.0024,7.8366
RN100223569,31.43792002,-102.461857,CY0001D,7,OXY USA INC,BLOCK 31 GAS PLANT,2016,CRANE,1311,CRUDE PETROLEUM & NATURAL GAS,175.4,1307.63,0,32.45,32.45,4.933,64.14
RN100654581,32.79072657,-96.78055171,DB0087J,4,BAYLOR UNIVERSITY MEDICAL CENTER,BAYLOR UNIVERSITY MEDICAL CENTER,2016,DALLAS,8062,GENERAL MEDICAL & SURGICAL HOSPITALS,10.53,6.268,0,0.96,0.96,0.09,0.69
RN100564509,32.90779817,-96.65305325,DB0135A,4,HATCO INC,HATCO,2016,DALLAS,2353,"HATS, CAPS AND MILLINERY",0.1047,0.914,0,0.359,0.07,0.0052,30.719
RN100664853,32.71407641,-96.75408716,DB0155R,4,TAMKO BUILDING PRODUCTS INC,TAMKO BUILDING PRODUCTS DALLAS PLANT,2016,DALLAS,2952,ASPHALT FELTS AND COATINGS,35.8153,8.8712,0,16.2876,16.2793,37.7888,46.0609
RN100218668,32.74514325,-96.8075265,DB0179D,4,WESTROCK CONVERTING COMPANY,WESTROCK CONVERTING DALLAS MILL,2016,DALLAS,2621,PAPER MILLS,25.4192,15.9427,0.0001,2.8409,2.8409,0.1816,14.1377
RN100673490,32.82955213,-96.56620125,DB0249H,4,LUMINANT GENERATION COMPANY LLC,LAKE RAY HUBBARD,2016,DALLAS,4911,ELECTRIC SERVICES,51.0976,48.6114,0,10.146,10.146,0.8304,10.9227
RN101559235,32.72071338,-96.932772,DB0252S,4,MOUNTAIN CREEK POWER LLC,MOUNTAIN CREEK STEAM ELECTRIC STATION,2016,DALLAS,4911,ELECTRIC SERVICES,171.9483,178.3985,0.0012,22.2202,22.22,1.7928,16.0804
RN100215995,32.9069607,-96.66560524,DB0286B,4,ENGINEERED POLYMERS SOLUTIONS INC,VALSPAR COATINGS,2016,DALLAS,2851,PAINTS AND ALLIED PRODUCTS,5.4253,6.376,0.0006,1.231,0.8192,0.0374,38.049
RN100217645,32.75466619,-96.77824357,DB0290K,4,OCCIDENTAL CHEMICAL CORPORATION,OCCIDENTAL CHEMICAL DALLAS,2016,DALLAS,2819,INDUSTRIAL INORGANIC CHEMICALS,9.0522,8.313,0,24.4484,24.4039,0.067,0.5926
RN100212984,32.83767346,-96.93490953,DB0344M,4,EXXONMOBIL CORPORATION,IRVING TERMINAL,2016,DALLAS,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,13.8244
RN100218023,32.77187137,-96.65426092,DB0374D,4,FRITZ INDUSTRIES INC,TILE AND OIL FIELD PRODUCTS,2016,DALLAS,3272,"CONCRETE PRODUCTS, NEC",2.0928,2.4914,0,1.6288,1.6288,0.015,18.6758
RN100788959,32.77862448,-96.86298061,DB0378S,4,BUILDING MATERIALS INVESTMENT CORPORATION,GAF MATERIALS,2016,DALLAS,2952,ASPHALT FELTS AND COATINGS,55.6455,13.9609,0,30.7649,30.7649,121.1035,6.1937
RN100683010,32.94647052,-96.90882139,DB0386T,4,MI WINDOWS AND DOORS LLC,MI WINDOWS AND DOORS,2016,DALLAS,3442,"METAL DOORS, SASH, AND TRIM",2.56,3.0475,0,0.2362,0.2324,0.0184,19.006
RN101645307,32.964885,-96.8899497,DB0408L,4,PPG ARCHITECTURAL FINISHES INC,PAINT MFG,2016,DALLAS,2851,PAINTS AND ALLIED PRODUCTS,0.234,0.2786,0,0.4264,0.4264,0.0016,11.6754
RN100689934,32.89293247,-96.9067035,DB0447B,4,HENSLEY INDUSTRIES INC,HENSLEY INDUSTRIES,2016,DALLAS,3325,"STEEL FOUNDRIES, NEC",56.9238,9.798,0,6.3137,5.7724,4.1858,53.5671
RN102360286,32.81405746,-96.58481982,DB0458T,4,SENOX CORPORATION,MESQUITE PLANT,2016,DALLAS,3479,METAL COATING AND ALLIED SERVICES,1.749,3.619,0,0.0448,0.0448,0.0033,5.8289
RN100215581,32.93231003,-96.63055029,DB0476R,4,EPIROC DRILLING SOLUTIONS LLC,EPIROC DRILLING SOLUTIONS,2016,DALLAS,3531,CONSTRUCTION MACHINERY,0.8149,1.4978,0,0.4811,0.0948,0.0059,7.2836
RN102660909,32.92228904,-96.6394308,DB0482W,4,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS INC,GARLAND PLANT,2016,DALLAS,3483,"AMMUNITION, EXCEPT FOR SMALL ARM",9.3968,11.2213,0,12.8628,12.85,0.1719,11.0514
RN101333995,32.8153933,-96.92568317,DB0486O,4,ICT SALES INC,IRVING COUNTER TOP,2016,DALLAS,3089,"PLASTICS PRODUCTS, NEC",0,0,0,0,0,0,13.46
RN100640580,32.83309062,-96.84631098,DB0508G,4,JONES-BLAIR COMPANY,JONES BLAIR DALLAS PLANT,2016,DALLAS,2851,PAINTS AND ALLIED PRODUCTS,2.9776,3.504,0,0.9016,0.5153,0.021,11.6332
RN100242015,32.77880851,-96.8893335,DB0588F,4,MAGELLAN PIPELINE TERMINALS LP,DALLAS TERMINAL,2016,DALLAS,4226,SPECIAL WAREHOUSING AND STORAGE,16.5816,6.6687,0,0.0001,0.0001,0.0001,54.6651
RN100708619,32.82333601,-96.88502909,DB0595I,4,ATRIUM COMPANIES INC,ATRIUM DOOR AND WINDOW,2016,DALLAS,3442,"METAL DOORS, SASH, AND TRIM",0,0,0,0,0,0,20.76
RN100225291,32.81592252,-96.93436622,DB0632E,4,OWENS CORNING ROOFING AND ASPHALT LLC,OWENS CORNING IRVING,2016,DALLAS,2952,ASPHALT FELTS AND COATINGS,26.0171,27.9075,0,38.4796,33.9992,87.8774,20.6943
RN100218197,32.89435751,-96.67001186,DB0728N,4,SHERWIN WILLIAMS COMPANY,GARLAND FACILITY,2016,DALLAS,2851,PAINTS AND ALLIED PRODUCTS,0.6894,0.8207,0,0.581,0.0624,0.0049,22.2284
RN103080057,32.69113054,-96.89323592,DB0787U,4,SOLO CUP OPERATING CORP,DALLAS PLANT,2016,DALLAS,2679,"CONVERTED PAPER PRODUCTS, NEC",1.766,2.102,0.033,0.5106,0.1603,0.0128,15.7546
RN100519651,32.77880954,-96.8848515,DB0795V,4,MOTIVA ENTERPRISES LLC,DALLAS TERMINAL,2016,DALLAS,5171,PETROLEUM BULK STATIONS & TERMINALS,2.3748,1.1858,0,0.0636,0.0636,0,54.4394
RN100644103,32.96095225,-96.84682524,DB0804W,4,TEXAS FINISHING CO,TEXAS FINISHING,2016,DALLAS,3442,"METAL DOORS, SASH, AND TRIM",0.95,1.13,0,0.1349,0.09,0.03,15.4868
RN102505195,32.93305582,-96.75366465,DB0820B,4,TEXAS INSTRUMENTS INCORPORATED,CENTRAL EXPRESSWAY SITE NORTH CAMPUS,2016,DALLAS,3674,SEMICONDUCTORS AND RELATED DEVICES,59.0473,60.7603,0,11.2216,4.0541,0.6745,50.6729
RN102593894,32.64212146,-96.91988217,DB0838F,4,MASCO CABINETRY LLC,DUNCANVILLE SITE,2016,DALLAS,2434,WOOD KITCHEN CABINETS,0.3089,0.3677,0,1.0302,0.2978,0,35.6877
RN100559988,32.93134175,-96.83049929,DB0969M,4,RMAX INC,FOAM BOARD MFG FACILITY,2016,DALLAS,3086,"PLASTICS, FOAM PRODUCTS",0,0,0,0,0,0,17.91
RN100219104,32.61299752,-96.740613,DB0976P,4,AQUATIC CO,AQUATIC,2016,DALLAS,3088,"PLASTICS, PLUMBING FIXTURES",0.284,0.0078,0,0.0257,0.0257,0.002,8.8671
RN100214741,32.83218469,-96.84375921,DB1040F,4,QUAD GRAPHICS INC,COMMERCIAL PRINTING,2016,DALLAS,2752,COMMERCIAL PRINTING LITHOGRAPH,0.7692,0.9157,0,0.0697,0.0697,0.0054,11.6466
RN100218080,32.78340606,-96.571048,DB1073N,4,DAL-TILE CORPORATION,SUNNYVALE MANUFACTURING PLANT,2016,DALLAS,3253,CERAMIC WALL AND FLOOR TILE,330.62,79.99,0.0237,102.51,42.3,21.69,38.38
RN101856904,32.90373943,-96.68834421,DB1130D,4,HENRY COMPANY LLC,HENRY ROOF SEALANTS,2016,DALLAS,2952,ASPHALT FELTS AND COATINGS,0.5078,0.6045,0,0.203,0.203,0.0036,4.7885
RN101856904,32.90373943,-96.68834421,DB1130D,4,HENRY COMPANY LLC,HENRY ROOF SEALANTS,2016,DALLAS,2952,ASPHALT FELTS AND COATINGS,0.5078,0.6045,0,0.203,0.203,0.0036,4.7885
RN102590700,32.96854648,-96.92287324,DB1172K,4,WESTERN EXTRUSIONS CORPORATION,ALUM EXTRUSION OPERATION,2016,DALLAS,3354,ALUMINUM EXTRUDED PRODUCTS,1.2768,1.5201,0,1.4365,0.7537,0.0075,9.9036
RN102148806,32.96040448,-96.84003086,DB1190I,4,AER MANUFACTURING II INC,AER MANUFACTURING,2016,DALLAS,3714,MOTOR VEHICLE PARTS & ACCESSORIES,0.3834,0.4563,0,0.0346,0.0346,0.0026,6.742
RN100215508,32.68566,-96.88269088,DB1276U,4,TEKNI-PLEX INC,DOLCO PACKAGING,2016,DALLAS,5169,CHEMICALS AND ALLIED PRODUCTS NEC,0.417,0.4965,0,0.0377,0.0377,0.003,55.9218
RN101997617,32.96058053,-96.71155196,DB1328D,4,HONEYWELL INTERNATIONAL INC,OPTOELECTRONICS DIV ARAPAHO RD,2016,DALLAS,3674,SEMICONDUCTORS AND RELATED DEVICES,0.8688,0.5171,0,0.0786,0.0786,0.0062,8.6125
RN100219963,32.62646223,-96.85279181,DB1494I,4,SOLAR TURBINES INC,DESOTO OVERHAUL FACILITY,2016,DALLAS,3511,TURBINES AND TURBINE GENERATOR,21.6426,71.7321,0,4.7243,4.1363,2.9427,7.1309
RN102556313,32.83987884,-96.84320537,DB1589T,4,GULFSTREAM AEROSPACE CORPORATION OF TEXAS,DALLAS LOVE FIELD,2016,DALLAS,3721,AIRCRAFT,0.2755,0.3279,0,0.1996,0.1996,0.002,9.6241
RN102595816,32.94802148,-96.83539195,DB1690G,4,MAXIM INTEGRATED PRODUCTS INC,MAXIM INTEGRATED PRODUCTS,2016,DALLAS,3674,SEMICONDUCTORS AND RELATED DEVICES,4.5608,6.2134,0,0.4321,0.4321,0.095,1.3902
RN100603430,32.81120195,-96.85197671,DB1785R,4,PERFORMANCE PRINTING CO INC,PERFORMANCE PRINTING & PKG,2016,DALLAS,2759,"COMMERCIAL PRINTING, NEC",0,0,0,0,0,0,9.5304
RN101964849,32.684247,-96.90844886,DB2035O,4,STOROPACK INC,SUREPAK LP,2016,DALLAS,3086,"PLASTICS, FOAM PRODUCTS",0.0465,0.0043,0,0.0111,0.0037,0.0012,18.8233
RN100224757,32.81283528,-96.83882901,DB2459D,4,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,DALLAS MEDICAL CENTER,2016,DALLAS,8221,"COLLEGES AND UNIVERSITIES, NEC",8.0844,15.838,0,4.0822,4.0822,0.7564,17.6929
RN100616804,32.88109748,-96.6832052,DB2805G,4,MULTI PACKAGING SOLUTIONS,GREAT WESTERN PRESS,2016,DALLAS,2759,"COMMERCIAL PRINTING, NEC",0,0,0,0,0,0,18.0452
RN102989639,32.87358819,-96.97096576,DB2861T,4,HOLLMAN COURT SYSTEMS INC,HOLLMAN COURT SYSTEMS,2016,DALLAS,2541,WOOD PARTITIONS AND FIXTURES,0.0072,0.0086,0,0.0677,0.0007,0.0001,18.9612
RN102302007,32.57978745,-96.96160243,DB3613K,4,WESTERN CABINETS INC,CEDAR HILL PLANT,2016,DALLAS,2434,WOOD KITCHEN CABINETS,0.0824,0.098,0,0.0233,0.0233,0.0006,33.6545
RN102000924,32.78657199,-96.94731377,DB4237J,4,CITY OF IRVING,HUNTER FERRELL LANDFILL,2016,DALLAS,4953,REFUSE SYSTEMS,0.7401,0.7408,0,0.2118,0.03,0.0027,13.66
RN100221225,32.94249189,-96.56731304,DB4394P,4,CITY OF GARLAND,CASTLE DRIVE LANDFILL,2016,DALLAS,4953,REFUSE SYSTEMS,16.57,3.05,0,0.75,0.75,0.69,0.797
RN102207073,32.969088,-96.69993528,DB4714T,4,RAYTHEON CORP ELCAN TEXAS OPTICAL TECHNOLOGIES,ELCAN OPTICAL TECHNOLOGIES,2016,DALLAS,3827,OPTICAL INSTRUMENTS AND LENSES,0,0,0,0,0,0,5.7482
RN100224252,32.93323946,-96.75342755,DB4751N,4,RAYTHEON COMPANY,RAYTHEON,2016,DALLAS,3674,SEMICONDUCTORS AND RELATED DEVICES,0,0,0,0,0,0,6.549
RN100746007,32.92734608,-96.92182777,DB4914J,4,TREND OFFSET PRINTING SERVICES INC,TREND OFFSET PRINTING SVC,2016,DALLAS,2752,COMMERCIAL PRINTING LITHOGRAPH,1.1394,3.4867,0,1.6419,1.6419,0.0194,27.3978
RN100857739,32.93334052,-96.75329716,DB4999V,4,DRS NETWORK & IMAGING SYSTEMS LLC,DRS NIS INFRARED SENSORS & SYSTEMS,2016,DALLAS,3674,SEMICONDUCTORS AND RELATED DEVICES,0,0,0,0.0106,0.0032,0,11.1946
RN100752146,32.67695728,-96.73251106,DB5077A,4,CITY OF DALLAS,MCCOMMAS BLUFF LANDFILL,2016,DALLAS,4953,REFUSE SYSTEMS,0,0,0,398.19,71.73,0,13.4
RN100600287,32.70577883,-96.92358782,DBA002B,4,RSI HOME PRODUCTS MANUFACTURING INC,KIEST BLVD FACILITY,2016,DALLAS,2434,WOOD KITCHEN CABINETS,0.0028,0.0034,0,0.0003,0.0003,0.0001,0.0002
RN104025556,32.6998273,-96.901609,DBA003C,4,WESTERN CABINETS INC,MORSE DRIVE FACILITY,2016,DALLAS,2434,WOOD KITCHEN CABINETS,0.3865,0.5689,0,0.0632,0.0573,0.0024,8.0355
RN103049490,32.9544717,-96.52440459,DBA004D,4,CITY OF GARLAND,CITY OF GARLAND HINTON LANDFILL,2016,DALLAS,4953,REFUSE SYSTEMS,40.4,7.43,0,10.36,5.73,1.68,4.443
RN104369871,32.77480951,-96.64823466,DBA013M,4,ORORA VISUAL TX LLC,ORORA VISUAL,2016,DALLAS,2759,"COMMERCIAL PRINTING, NEC",0,0,0,0,0,0,12.5742
RN105071427,32.77099652,-96.89021392,DBA014N,4,OVERWRAPS PACKAGING INC,OVERWRAPS PACKAGING,2016,DALLAS,2759,"COMMERCIAL PRINTING, NEC",0.2,0.24,0,0.01,0.01,0,25.39
